YEAR,ACPR_CODE_2018,ACPR_NAME_2018,CARE_TYPE,AGE_GROUP_5,count
2024,703,Darwin,Transition care,70–74,26
2024,703,Darwin,Transition care,75–79,39
2024,703,Darwin,Transition care,80–84,29
2024,703,Darwin,Transition care,85–89,21
2024,703,Darwin,Transition care,90–94,5
2024,704,East Arnhem,Home care,50–54,7
2024,704,East Arnhem,Home care,55–59,8
2024,704,East Arnhem,Home care,60–64,9
2024,704,East Arnhem,Home care,65–69,8
2024,704,East Arnhem,Home care,70–74,6
2024,704,East Arnhem,Home care,75–79,2
2024,704,East Arnhem,Home care,80–84,2
2024,705,Katherine,Home care,50–54,1
2024,705,Katherine,Home care,55–59,2
2024,705,Katherine,Home care,65–69,10
2024,705,Katherine,Home care,70–74,11
2024,705,Katherine,Home care,75–79,3
2024,705,Katherine,Home care,80–84,2
2024,705,Katherine,Home care,85–89,2
2024,705,Katherine,Home care,90–94,1
2024,705,Katherine,Home care,95–99,1
2024,705,Katherine,Permanent residential care,55–59,1
2024,705,Katherine,Permanent residential care,60–64,1
2024,705,Katherine,Permanent residential care,65–69,3
2024,705,Katherine,Permanent residential care,70–74,4
2024,705,Katherine,Permanent residential care,75–79,5
2024,705,Katherine,Permanent residential care,80–84,3
2024,705,Katherine,Permanent residential care,85–89,1
2024,705,Katherine,Respite residential care,55–59,2
2024,705,Katherine,Respite residential care,60–64,3
2024,705,Katherine,Respite residential care,65–69,3
2024,705,Katherine,Respite residential care,70–74,12
2024,705,Katherine,Respite residential care,75–79,12
2024,705,Katherine,Respite residential care,80–84,3
2024,705,Katherine,Respite residential care,85–89,4
2024,801,ACT,Home care,55–59,3
2024,801,ACT,Home care,60–64,5
2024,801,ACT,Home care,65–69,62
2024,801,ACT,Home care,70–74,98
2024,801,ACT,Home care,75–79,181
2024,801,ACT,Home care,80–84,189
2024,801,ACT,Home care,85–89,213
2024,801,ACT,Home care,90–94,118
2024,801,ACT,Home care,95–99,20
2024,801,ACT,Permanent residential care,100+,8
2024,801,ACT,Permanent residential care,55–59,1
2024,801,ACT,Permanent residential care,65–69,28
2024,801,ACT,Permanent residential care,70–74,52
2024,801,ACT,Permanent residential care,75–79,143
2024,801,ACT,Permanent residential care,80–84,182
2024,801,ACT,Permanent residential care,85–89,246
2024,801,ACT,Permanent residential care,90–94,216
2024,801,ACT,Permanent residential care,95–99,52
2024,801,ACT,Respite residential care,100+,8
2024,801,ACT,Respite residential care,55–59,1
2024,801,ACT,Respite residential care,65–69,26
2024,801,ACT,Respite residential care,70–74,59
2024,801,ACT,Respite residential care,75–79,143
2024,801,ACT,Respite residential care,80–84,174
2024,801,ACT,Respite residential care,85–89,229
2024,801,ACT,Respite residential care,90–94,188
2024,801,ACT,Respite residential care,95–99,48
2024,801,ACT,Short-term restorative care,100+,1
2024,801,ACT,Short-term restorative care,55–59,1
2024,801,ACT,Short-term restorative care,65–69,7
2024,801,ACT,Short-term restorative care,70–74,18
2024,801,ACT,Short-term restorative care,75–79,50
2024,801,ACT,Short-term restorative care,80–84,55
2024,801,ACT,Short-term restorative care,85–89,40
2024,801,ACT,Short-term restorative care,90–94,26
2024,801,ACT,Short-term restorative care,95–99,1
2024,801,ACT,Transition care,100+,1
2024,801,ACT,Transition care,65–69,16
2024,801,ACT,Transition care,70–74,17
2024,801,ACT,Transition care,75–79,38
2024,801,ACT,Transition care,80–84,61
2024,801,ACT,Transition care,85–89,56
2024,801,ACT,Transition care,90–94,29
2024,801,ACT,Transition care,95–99,7
