service_name,sa3_code,sa3_name,state,care_type,org_type,year,funding
ARRCS - Community Care Darwin,70101.0,Darwin City,NT,Home Care,not_for_profit,2019,1847823.88000002
ARRCS - Community Care Darwin,70101.0,Darwin City,NT,Home Care,not_for_profit,2020,2008771.5599999998
ARRCS - Community Care Darwin,70101.0,Darwin City,NT,Home Care,not_for_profit,2021,2562667.88
ARRCS - Community Care Darwin,70101.0,Darwin City,NT,Home Care,not_for_profit,2022,2717595.31
ARRCS - Community Care Darwin,70101.0,Darwin City,NT,Home Care,not_for_profit,2023,3389355.37
ARRCS - Community Care Darwin,70101.0,Darwin City,NT,Home Care,not_for_profit,2024,4280409.76
ARRCS - Community Care Darwin,70101.0,Darwin City,NT,Home Care,not_for_profit,2025,4674631.05
ARRCS - Community Care Katherine,70205.0,Katherine,NT,Home Care,not_for_profit,2019,243665.44
ARRCS - Community Care Katherine,70205.0,Katherine,NT,Home Care,not_for_profit,2020,133175.78999999998
ARRCS - Community Care Katherine,70205.0,Katherine,NT,Home Care,not_for_profit,2021,302675.07
ARRCS - Community Care Katherine,70205.0,Katherine,NT,Home Care,not_for_profit,2022,181586.51
ARRCS - Community Care Katherine,70205.0,Katherine,NT,Home Care,not_for_profit,2023,360992.42
ARRCS - Community Care Katherine,70205.0,Katherine,NT,Home Care,not_for_profit,2024,435881.56
ARRCS - Community Care Katherine,70205.0,Katherine,NT,Home Care,not_for_profit,2025,633846.3
ARV Blue Mountains CACP,12401.0,Blue Mountains,NSW,Home Care,not_for_profit,2019,370046.63
ARV Blue Mountains CACP,12401.0,Blue Mountains,NSW,Home Care,not_for_profit,2020,344144.07
ARV Blue Mountains CACP,12401.0,Blue Mountains,NSW,Home Care,not_for_profit,2021,283818.5
ARV Blue Mountains CACP,12401.0,Blue Mountains,NSW,Home Care,not_for_profit,2022,257758.69
ARV Blue Mountains CACP,12401.0,Blue Mountains,NSW,Home Care,not_for_profit,2023,339841.99
ARV Blue Mountains CACP,12401.0,Blue Mountains,NSW,Home Care,not_for_profit,2024,304664.53
ARV Botany CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,2483158.14000003
ARV Botany CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,2066539.3
ARV Botany CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,1350033.92
ARV Botany CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,2506180.79
ARV Botany CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,2755673.49
ARV Botany CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,3666936.72
ARV Bowral and District CACP,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2019,333800.65
ARV Bowral and District CACP,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2020,212042.32999999993
ARV Bowral and District CACP,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2021,110746.65
ARV Bowral and District CACP,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2022,103320.63
ARV Bowral and District CACP,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2023,77608.72
ARV Bowral and District CACP,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2024,95840.76
ARV Community Services Illawarra,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2019,165271.01
ARV Community Services Illawarra,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2020,145604.56
ARV Community Services Illawarra,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2021,131274.29
ARV Community Services Illawarra,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2022,103018.08
ARV Community Services Illawarra,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2023,68996.59
ARV Community Services Illawarra,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2024,0.0
ARV Dapto CACP,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2019,547386.339999999
ARV Dapto CACP,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2020,446413.7499999999
ARV Dapto CACP,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2021,368465.11
ARV Dapto CACP,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2022,389447.23
ARV Dapto CACP,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2023,369507.87
ARV Dapto CACP,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2024,372239.75
ARV Eastern Suburbs CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,475215.359999999
ARV Eastern Suburbs CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,378316.30000000005
ARV Eastern Suburbs CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,164455.12
ARV Eastern Suburbs CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,172764.61
ARV Eastern Suburbs CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,165622.99
ARV Eastern Suburbs CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,127467.4
ARV Eurobodalla CACP,10104.0,South Coast,NSW,Home Care,not_for_profit,2019,977134.009999999
ARV Eurobodalla CACP,10104.0,South Coast,NSW,Home Care,not_for_profit,2020,1317695.5300000007
ARV Eurobodalla CACP,10104.0,South Coast,NSW,Home Care,not_for_profit,2021,2083910.13
ARV Eurobodalla CACP,10104.0,South Coast,NSW,Home Care,not_for_profit,2022,1860411.03
ARV Eurobodalla CACP,10104.0,South Coast,NSW,Home Care,not_for_profit,2023,1889551.63
ARV Eurobodalla CACP,10104.0,South Coast,NSW,Home Care,not_for_profit,2024,1810415.47
ARV Forestville CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2019,2312837.36000003
ARV Forestville CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2020,2015009.96
ARV Forestville CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2021,1864167.83
ARV Forestville CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2022,1147980.28
ARV Forestville CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2023,1117480.95
ARV Forestville CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2024,927133.56
ARV Hawkesbury CACP,12404.0,Richmond - Windsor,NSW,Home Care,not_for_profit,2019,514793.739999999
ARV Hawkesbury CACP,12404.0,Richmond - Windsor,NSW,Home Care,not_for_profit,2020,437342.66000000003
ARV Hawkesbury CACP,12404.0,Richmond - Windsor,NSW,Home Care,not_for_profit,2021,446776.38
ARV Hawkesbury CACP,12404.0,Richmond - Windsor,NSW,Home Care,not_for_profit,2022,440091.92
ARV Hawkesbury CACP,12404.0,Richmond - Windsor,NSW,Home Care,not_for_profit,2023,345170.97
ARV Hawkesbury CACP,12404.0,Richmond - Windsor,NSW,Home Care,not_for_profit,2024,215303.46
ARV Hornsby/Ku-ring-gai CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2019,1907987.26000002
ARV Hornsby/Ku-ring-gai CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2020,1778847.9499999997
ARV Hornsby/Ku-ring-gai CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2021,1517884.82
ARV Hornsby/Ku-ring-gai CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2022,1288035.32
ARV Hornsby/Ku-ring-gai CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2023,1140860.76
ARV Hornsby/Ku-ring-gai CACP,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2024,876192.7
ARV Hungarian CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,223113.79
ARV Hungarian CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,238209.15000000002
ARV Hungarian CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,200603.67
ARV Hungarian CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,191646.78
ARV Hungarian CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,128282.06
ARV Hungarian CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,88784.28
ARV Illawarra EACH,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2019,533935.849999999
ARV Illawarra EACH,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2020,333998.27
ARV Illawarra EACH,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2021,336942.05
ARV Illawarra EACH,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2022,279704.8
ARV Illawarra EACH,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2023,216011.74
ARV Illawarra EACH,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2024,258481.33
ARV Illawarra EACH Dementia,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2019,1301294.49
ARV Illawarra EACH Dementia,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2020,2143642.84
ARV Illawarra EACH Dementia,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2021,2112004.85
ARV Illawarra EACH Dementia,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2022,2276503.42
ARV Illawarra EACH Dementia,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2023,2521421.11
ARV Illawarra EACH Dementia,10701.0,Dapto - Port Kembla,NSW,Home Care,not_for_profit,2024,2683336.81
ARV Nepean EACH,12403.0,Penrith,NSW,Home Care,not_for_profit,2019,228129.05
ARV Nepean EACH,12403.0,Penrith,NSW,Home Care,not_for_profit,2020,159910.28
ARV Nepean EACH,12403.0,Penrith,NSW,Home Care,not_for_profit,2021,74081.08
ARV Nepean EACH,12403.0,Penrith,NSW,Home Care,not_for_profit,2022,52330.7
ARV Nepean EACH,12403.0,Penrith,NSW,Home Care,not_for_profit,2023,58090.69
ARV Nepean EACH,12403.0,Penrith,NSW,Home Care,not_for_profit,2024,63054.28
ARV Nepean EACH Dementia,12403.0,Penrith,NSW,Home Care,not_for_profit,2019,4302129.96000001
ARV Nepean EACH Dementia,12403.0,Penrith,NSW,Home Care,not_for_profit,2020,10101464.269999998
ARV Nepean EACH Dementia,12403.0,Penrith,NSW,Home Care,not_for_profit,2021,10788254.6
ARV Nepean EACH Dementia,12403.0,Penrith,NSW,Home Care,not_for_profit,2022,13466469.93
ARV Nepean EACH Dementia,12403.0,Penrith,NSW,Home Care,not_for_profit,2023,15237508.03
ARV Nepean EACH Dementia,12403.0,Penrith,NSW,Home Care,not_for_profit,2024,15459407.79
ARV Nepean Multicultural CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2019,192274.410000001
ARV Nepean Multicultural CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2020,164090.59999999998
ARV Nepean Multicultural CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2021,161511.44
ARV Nepean Multicultural CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2022,199761.69
ARV Nepean Multicultural CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2023,190518.54
ARV Nepean Multicultural CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2024,178011.42
ARV Northern Beaches EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2019,535242.289999999
ARV Northern Beaches EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2020,308826.3599999999
ARV Northern Beaches EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2021,173871.52
ARV Northern Beaches EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2022,157203.0
ARV Northern Beaches EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2023,73209.0
ARV Northern Beaches EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2024,64934.58
ARV Northern Beaches EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2019,2516049.82000002
ARV Northern Beaches EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2020,4675581.750000001
ARV Northern Beaches EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2021,4953223.39
ARV Northern Beaches EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2022,6146324.43
ARV Northern Beaches EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2023,6330022.15
ARV Northern Beaches EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2024,6957588.68
ARV Northern Sydney EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2019,334330.629999999
ARV Northern Sydney EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2020,190597.61
ARV Northern Sydney EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2021,150576.32
ARV Northern Sydney EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2022,69093.41
ARV Northern Sydney EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2023,153775.53
ARV Northern Sydney EACH,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2024,156958.9
ARV Northern Sydney EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2019,274347.75
ARV Northern Sydney EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2020,269267.8400000001
ARV Northern Sydney EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2021,172881.42
ARV Northern Sydney EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2022,55165.03
ARV Northern Sydney EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2023,54915.64
ARV Northern Sydney EACH Dementia,11603.0,Mount Druitt,NSW,Home Care,not_for_profit,2024,0.0
ARV Penrith CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2019,946605.209999992
ARV Penrith CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2020,731055.0499999997
ARV Penrith CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2021,466985.26
ARV Penrith CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2022,385017.33
ARV Penrith CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2023,392040.94
ARV Penrith CACP,12403.0,Penrith,NSW,Home Care,not_for_profit,2024,399783.83
ARV Public Housing CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,273163.650000001
ARV Public Housing CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,256727.7
ARV Public Housing CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,200156.92
ARV Public Housing CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,260208.04
ARV Public Housing CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,210863.93
ARV Public Housing CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,166955.57
ARV Randwick CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,455946.48
ARV Randwick CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,457005.8400000001
ARV Randwick CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,432165.34
ARV Randwick CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,371435.21
ARV Randwick CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,287389.8
ARV Randwick CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,270081.3
ARV Shoalhaven CACP,11401.0,Shoalhaven,NSW,Home Care,not_for_profit,2019,555163.779999999
ARV Shoalhaven CACP,11401.0,Shoalhaven,NSW,Home Care,not_for_profit,2020,493167.7000000002
ARV Shoalhaven CACP,11401.0,Shoalhaven,NSW,Home Care,not_for_profit,2021,240599.6
ARV Shoalhaven CACP,11401.0,Shoalhaven,NSW,Home Care,not_for_profit,2022,270338.61
ARV Shoalhaven CACP,11401.0,Shoalhaven,NSW,Home Care,not_for_profit,2023,145320.55
ARV Shoalhaven CACP,11401.0,Shoalhaven,NSW,Home Care,not_for_profit,2024,54505.5
ARV South East Sydney EACH,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,1306718.64000001
ARV South East Sydney EACH,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,1079831.0
ARV South East Sydney EACH,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,1000917.85
ARV South East Sydney EACH,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,759409.33
ARV South East Sydney EACH,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,728635.24
ARV South East Sydney EACH,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,845273.44
ARV South East Sydney EACH Dementia,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,309614.95
ARV South East Sydney EACH Dementia,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,284301.02999999997
ARV South East Sydney EACH Dementia,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,169540.32
ARV South East Sydney EACH Dementia,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,117731.3
ARV South East Sydney EACH Dementia,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,22438.15
ARV South East Sydney EACH Dementia,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,22220.49
ARV South West Sydney EACH Dementia,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2019,385275.16
ARV South West Sydney EACH Dementia,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2020,382144.4300000001
ARV South West Sydney EACH Dementia,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2021,740827.48
ARV South West Sydney EACH Dementia,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2022,907741.05
ARV South West Sydney EACH Dementia,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2023,1595880.25
ARV South West Sydney EACH Dementia,11402.0,Southern Highlands,NSW,Home Care,not_for_profit,2024,2264936.65
ARV St George CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,425818.07
ARV St George CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,369534.4300000001
ARV St George CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,342154.76
ARV St George CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,247345.37
ARV St George CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,205305.0
ARV St George CACP,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,222370.62
ARV Sutherland Home Care,11904.0,Kogarah - Rockdale,NSW,Home Care,not_for_profit,2019,266747.620000001
ARV Sutherland Home Care,11904.0,Kogarah - Rockdale,NSW,Home Care,not_for_profit,2020,209036.44000000006
ARV Sutherland Home Care,11904.0,Kogarah - Rockdale,NSW,Home Care,not_for_profit,2021,157740.29
ARV Sutherland Home Care,11904.0,Kogarah - Rockdale,NSW,Home Care,not_for_profit,2022,130947.89
ARV Sutherland Home Care,11904.0,Kogarah - Rockdale,NSW,Home Care,not_for_profit,2023,140498.78
ARV Sutherland Home Care,11904.0,Kogarah - Rockdale,NSW,Home Care,not_for_profit,2024,152381.04
ARV Western Sydney CACP,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2019,1044323.0
ARV Western Sydney CACP,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2020,834117.2500000001
ARV Western Sydney CACP,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2021,673688.09
ARV Western Sydney CACP,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2022,577887.7
ARV Western Sydney CACP,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2023,359713.51
ARV Western Sydney CACP,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2024,331707.23
ARV Western Sydney EACH,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2019,235207.88
ARV Western Sydney EACH,11501.0,Baulkham Hills,NSW,Home Care,not_for_profit,2020,211245.43999999997
